Timestamp,Qs_in_Avg,T1_Avg,air_pressure,RH,wind_speed,wind_dir
"YYYY-MM-DD HH:MM:SS UTC","W m-2",°C,Pa,%,"m s-1",deg_from_north
"2024-04-01 03:41:00",-3.055,8.4,NaN,NaN,NaN,NaN
"2024-04-01 03:42:00",-2.959,8.39,NaN,NaN,NaN,NaN
"2024-04-01 03:43:00",-3.439,8.38,NaN,NaN,NaN,NaN
"2024-04-01 03:44:00",-2.884,8.37,NaN,NaN,NaN,NaN
"2024-04-01 03:45:00",-2.894,8.37,NaN,NaN,NaN,NaN
"2024-04-01 03:46:00",-3.264,8.37,NaN,NaN,NaN,NaN
"2024-04-01 03:47:00",-2.443,8.38,NaN,NaN,NaN,NaN
"2024-04-01 03:48:00",-3.229,8.36,NaN,NaN,NaN,NaN
"2024-04-01 03:49:00",-3.337,8.39,NaN,NaN,NaN,NaN
"2024-04-01 03:50:00",-2.824,8.41,NaN,NaN,NaN,NaN
"2024-04-01 03:51:00",-3.092,8.41,NaN,NaN,NaN,NaN
"2024-04-01 03:52:00",-2.895,8.42,NaN,NaN,NaN,NaN
"2024-04-01 03:53:00",-3.127,8.41,NaN,NaN,NaN,NaN
"2024-04-01 03:54:00",-2.389,8.42,NaN,NaN,NaN,NaN
"2024-04-01 03:55:00",-3.117,8.43,NaN,NaN,NaN,NaN
"2024-04-01 03:56:00",-2.835,8.44,NaN,NaN,NaN,NaN
"2024-04-01 03:57:00",-2.889,8.44,NaN,NaN,NaN,NaN
"2024-04-01 03:58:00",-2.649,8.44,NaN,NaN,NaN,NaN
"2024-04-01 03:59:00",-3.052,8.44,NaN,NaN,NaN,NaN
"2024-04-01 04:00:00",-2.69,8.44,NaN,NaN,NaN,NaN
"2024-04-01 04:01:00",-3.231,8.43,NaN,NaN,NaN,NaN
"2024-04-01 04:02:00",-2.591,8.43,NaN,NaN,NaN,NaN
"2024-04-01 04:03:00",-3.024,8.4,NaN,NaN,NaN,NaN
"2024-04-01 04:04:00",-3.199,8.39,NaN,NaN,NaN,NaN
"2024-04-01 04:05:00",-2.723,8.39,NaN,NaN,NaN,NaN
"2024-04-01 04:06:00",-2.614,8.39,NaN,NaN,NaN,NaN
"2024-04-01 04:07:00",-3.166,8.39,NaN,NaN,NaN,NaN
"2024-04-01 04:08:00",-3.057,8.36,NaN,NaN,NaN,NaN
"2024-04-01 04:09:00",-2.859,8.35,NaN,NaN,NaN,NaN
"2024-04-01 04:10:00",-2.913,8.34,NaN,NaN,NaN,NaN
"2024-04-01 04:11:00",-3.367,8.33,NaN,NaN,NaN,NaN
"2024-04-01 04:12:00",-2.887,8.32,NaN,NaN,NaN,NaN
"2024-04-01 04:13:00",-2.958,8.28,NaN,NaN,NaN,NaN
"2024-04-01 04:14:00",-3.131,8.29,NaN,NaN,NaN,NaN
"2024-04-01 04:15:00",-2.792,8.27,NaN,NaN,NaN,NaN
"2024-04-01 04:16:00",-2.585,8.27,NaN,NaN,NaN,NaN
"2024-04-01 04:17:00",-2.861,8.27,NaN,NaN,NaN,NaN
"2024-04-01 04:18:00",-2.614,8.26,NaN,NaN,NaN,NaN
"2024-04-01 04:19:00",-2.895,8.25,NaN,NaN,NaN,NaN
"2024-04-01 04:20:00",-2.893,8.24,NaN,NaN,NaN,NaN
"2024-04-01 04:21:00",-2.861,8.24,NaN,NaN,NaN,NaN
"2024-04-01 04:22:00",-2.685,8.23,NaN,NaN,NaN,NaN
"2024-04-01 04:23:00",-2.821,8.23,NaN,NaN,NaN,NaN
"2024-04-01 04:24:00",-2.444,8.22,NaN,NaN,NaN,NaN
"2024-04-01 04:25:00",-2.794,8.21,NaN,NaN,NaN,NaN
"2024-04-01 04:26:00",-2.353,8.2,NaN,NaN,NaN,NaN
"2024-04-01 04:27:00",-2.748,8.21,NaN,NaN,NaN,NaN
"2024-04-01 04:28:00",-2.891,8.2,NaN,NaN,NaN,NaN
"2024-04-01 04:29:00",-2.247,8.2,NaN,NaN,NaN,NaN
"2024-04-01 04:30:00",-3.199,8.18,NaN,NaN,NaN,NaN
"2024-04-01 04:31:00",-2.649,8.19,NaN,NaN,NaN,NaN
"2024-04-01 04:32:00",-2.491,8.18,NaN,NaN,NaN,NaN
"2024-04-01 04:33:00",-2.585,8.18,NaN,NaN,NaN,NaN
"2024-04-01 04:34:00",-2.446,8.17,NaN,NaN,NaN,NaN
"2024-04-01 04:35:00",-3.059,8.18,NaN,NaN,NaN,NaN
"2024-04-01 04:36:00",-2.961,8.18,NaN,NaN,NaN,NaN
"2024-04-01 04:37:00",-2.283,8.17,NaN,NaN,NaN,NaN
"2024-04-01 04:38:00",-2.208,8.15,NaN,NaN,NaN,NaN
"2024-04-01 04:39:00",-2.213,8.14,NaN,NaN,NaN,NaN
"2024-04-01 04:40:00",-3.226,8.15,NaN,NaN,NaN,NaN
"2024-04-01 04:41:00",-3.197,8.14,NaN,NaN,NaN,NaN
"2024-04-01 04:42:00",-2.661,8.15,NaN,NaN,NaN,NaN
"2024-04-01 04:43:00",-2.755,8.14,NaN,NaN,NaN,NaN
"2024-04-01 04:44:00",-2.919,8.14,NaN,NaN,NaN,NaN
"2024-04-01 04:45:00",-2.42,8.14,NaN,NaN,NaN,NaN
"2024-04-01 04:46:00",-2.589,8.14,NaN,NaN,NaN,NaN
"2024-04-01 04:47:00",-2.739,8.15,NaN,NaN,NaN,NaN
"2024-04-01 04:48:00",-3.065,8.17,NaN,NaN,NaN,NaN
"2024-04-01 04:49:00",-2.319,8.18,NaN,NaN,NaN,NaN
"2024-04-01 04:50:00",-2.337,8.19,NaN,NaN,NaN,NaN
"2024-04-01 04:51:00",-2.449,8.19,NaN,NaN,NaN,NaN
"2024-04-01 04:52:00",-3.022,8.19,NaN,NaN,NaN,NaN
"2024-04-01 04:53:00",-2.659,8.19,NaN,NaN,NaN,NaN
"2024-04-01 04:54:00",-2.647,8.19,NaN,NaN,NaN,NaN
"2024-04-01 04:55:00",-2.753,8.2,NaN,NaN,NaN,NaN
"2024-04-01 04:56:00",-2.755,8.2,NaN,NaN,NaN,NaN
"2024-04-01 04:57:00",-2.749,8.21,NaN,NaN,NaN,NaN
"2024-04-01 04:58:00",-2.622,8.21,NaN,NaN,NaN,NaN
"2024-04-01 04:59:00",-1.981,8.22,NaN,NaN,NaN,NaN
"2024-04-01 05:00:00",-2.281,8.23,NaN,NaN,NaN,NaN
"2024-04-01 05:01:00",-2.251,8.25,NaN,NaN,NaN,NaN
"2024-04-01 05:02:00",-2.032,8.26,NaN,NaN,NaN,NaN
"2024-04-01 05:03:00",-1.633,8.28,NaN,NaN,NaN,NaN
"2024-04-01 05:04:00",-1.592,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:05:00",-2.181,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:06:00",-1.872,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:07:00",-1.494,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:08:00",-1.665,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:09:00",-1.224,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:10:00",-1.428,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:11:00",-1.428,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:12:00",-0.845,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:13:00",-1.096,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:14:00",-0.675,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:15:00",-0.747,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:16:00",-0.648,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:17:00",-0.314,8.31,NaN,NaN,NaN,NaN
"2024-04-01 05:18:00",-0.104,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:19:00",-0.304,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:20:00",0.92,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:21:00",0.713,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:22:00",1.366,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:23:00",1.431,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:24:00",1.567,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:25:00",2.351,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:26:00",2.723,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:27:00",2.551,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:28:00",3.53,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:29:00",3.915,8.27,NaN,NaN,NaN,NaN
"2024-04-01 05:30:00",4.555,8.25,NaN,NaN,NaN,NaN
"2024-04-01 05:31:00",5.137,8.23,NaN,NaN,NaN,NaN
"2024-04-01 05:32:00",5.889,8.21,NaN,NaN,NaN,NaN
"2024-04-01 05:33:00",6.223,8.21,NaN,NaN,NaN,NaN
"2024-04-01 05:34:00",6.667,8.2,NaN,NaN,NaN,NaN
"2024-04-01 05:35:00",7.239,8.2,NaN,NaN,NaN,NaN
"2024-04-01 05:36:00",8.33,8.19,NaN,NaN,NaN,NaN
"2024-04-01 05:37:00",8.57,8.19,NaN,NaN,NaN,NaN
"2024-04-01 05:38:00",9.35,8.2,NaN,NaN,NaN,NaN
"2024-04-01 05:39:00",10.23,8.19,NaN,NaN,NaN,NaN
"2024-04-01 05:40:00",10.37,8.19,NaN,NaN,NaN,NaN
"2024-04-01 05:41:00",12.03,8.19,NaN,NaN,NaN,NaN
"2024-04-01 05:42:00",12.82,8.19,NaN,NaN,NaN,NaN
"2024-04-01 05:43:00",13.43,8.19,NaN,NaN,NaN,NaN
"2024-04-01 05:44:00",14.76,8.19,NaN,NaN,NaN,NaN
"2024-04-01 05:45:00",15.63,8.2,NaN,NaN,NaN,NaN
"2024-04-01 05:46:00",16.4,8.21,NaN,NaN,NaN,NaN
"2024-04-01 05:47:00",17.2,8.22,NaN,NaN,NaN,NaN
"2024-04-01 05:48:00",17.68,8.23,NaN,NaN,NaN,NaN
"2024-04-01 05:49:00",18.77,8.23,NaN,NaN,NaN,NaN
"2024-04-01 05:50:00",19.35,8.25,NaN,NaN,NaN,NaN
"2024-04-01 05:51:00",20.33,8.27,NaN,NaN,NaN,NaN
"2024-04-01 05:52:00",20.54,8.27,NaN,NaN,NaN,NaN
"2024-04-01 05:53:00",21.56,8.28,NaN,NaN,NaN,NaN
"2024-04-01 05:54:00",22.18,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:55:00",23.23,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:56:00",24.04,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:57:00",24.83,8.3,NaN,NaN,NaN,NaN
"2024-04-01 05:58:00",25.2,8.29,NaN,NaN,NaN,NaN
"2024-04-01 05:59:00",25.72,8.29,NaN,NaN,NaN,NaN
"2024-04-01 06:00:00",27.03,8.29,NaN,NaN,NaN,NaN
"2024-04-01 06:01:00",27.65,8.29,NaN,NaN,NaN,NaN
"2024-04-01 06:02:00",29.65,8.29,NaN,NaN,NaN,NaN
"2024-04-01 06:03:00",31.32,8.29,NaN,NaN,NaN,NaN
"2024-04-01 06:04:00",32.08,8.3,NaN,NaN,NaN,NaN
"2024-04-01 06:05:00",33.43,8.3,NaN,NaN,NaN,NaN
"2024-04-01 06:06:00",34.97,8.3,NaN,NaN,NaN,NaN
"2024-04-01 06:07:00",36.05,8.31,NaN,NaN,NaN,NaN
"2024-04-01 06:08:00",36.62,8.34,NaN,NaN,NaN,NaN
"2024-04-01 06:09:00",37.48,8.35,NaN,NaN,NaN,NaN
"2024-04-01 06:10:00",37.82,8.36,NaN,NaN,NaN,NaN
"2024-04-01 06:11:00",37.93,8.36,NaN,NaN,NaN,NaN
"2024-04-01 06:12:00",38.08,8.37,NaN,NaN,NaN,NaN
"2024-04-01 06:13:00",38.33,8.36,NaN,NaN,NaN,NaN
"2024-04-01 06:14:00",38.53,8.37,NaN,NaN,NaN,NaN
"2024-04-01 06:15:00",38.47,8.38,NaN,NaN,NaN,NaN
"2024-04-01 06:16:00",39.14,8.38,NaN,NaN,NaN,NaN
"2024-04-01 06:17:00",39.35,8.38,NaN,NaN,NaN,NaN
"2024-04-01 06:18:00",39.68,8.38,NaN,NaN,NaN,NaN
"2024-04-01 06:19:00",40.37,8.39,NaN,NaN,NaN,NaN
"2024-04-01 06:20:00",40.5,8.39,NaN,NaN,NaN,NaN
"2024-04-01 06:21:00",40.74,8.4,NaN,NaN,NaN,NaN
"2024-04-01 06:22:00",41.58,8.42,NaN,NaN,NaN,NaN
"2024-04-01 06:23:00",42.24,8.41,NaN,NaN,NaN,NaN
"2024-04-01 06:24:00",43.21,8.45,NaN,NaN,NaN,NaN
"2024-04-01 06:25:00",43.6,8.45,NaN,NaN,NaN,NaN
"2024-04-01 06:26:00",44.35,8.46,NaN,NaN,NaN,NaN
"2024-04-01 06:27:00",45.09,8.46,NaN,NaN,NaN,NaN
"2024-04-01 06:28:00",46.14,8.47,NaN,NaN,NaN,NaN
"2024-04-01 06:29:00",46.95,8.49,NaN,NaN,NaN,NaN
"2024-04-01 06:30:00",48.01,8.52,101275,NaN,2.2328,161.682
"2024-04-01 06:31:00",49.24,8.53,NaN,NaN,NaN,NaN
"2024-04-01 06:32:00",49.85,8.55,NaN,NaN,NaN,NaN
"2024-04-01 06:33:00",49.72,8.57,NaN,NaN,NaN,NaN
"2024-04-01 06:34:00",49.45,8.59,NaN,NaN,NaN,NaN
"2024-04-01 06:35:00",50.77,8.61,NaN,NaN,NaN,NaN
"2024-04-01 06:36:00",51.93,8.62,NaN,NaN,NaN,NaN
"2024-04-01 06:37:00",52.65,8.63,NaN,NaN,NaN,NaN
"2024-04-01 06:38:00",53.19,8.66,NaN,NaN,NaN,NaN
"2024-04-01 06:39:00",51.79,8.68,NaN,NaN,NaN,NaN
"2024-04-01 06:40:00",49.25,8.69,NaN,NaN,NaN,NaN
"2024-04-01 06:41:00",46.82,8.69,NaN,NaN,NaN,NaN
"2024-04-01 06:42:00",45.44,8.69,NaN,NaN,NaN,NaN
"2024-04-01 06:43:00",44.56,8.7,NaN,NaN,NaN,NaN
"2024-04-01 06:44:00",43.29,8.71,NaN,NaN,NaN,NaN
"2024-04-01 06:45:00",43.59,8.72,NaN,NaN,NaN,NaN
"2024-04-01 06:46:00",45.26,8.73,NaN,NaN,NaN,NaN
"2024-04-01 06:47:00",46.79,8.75,NaN,NaN,NaN,NaN
"2024-04-01 06:48:00",48.22,8.76,NaN,NaN,NaN,NaN
"2024-04-01 06:49:00",50.16,8.77,NaN,NaN,NaN,NaN
"2024-04-01 06:50:00",52.73,8.78,NaN,NaN,NaN,NaN
"2024-04-01 06:51:00",55.96,8.77,NaN,NaN,NaN,NaN
"2024-04-01 06:52:00",59.54,8.77,NaN,NaN,NaN,NaN
"2024-04-01 06:53:00",63.62,8.77,NaN,NaN,NaN,NaN
"2024-04-01 06:54:00",67.12,8.76,NaN,NaN,NaN,NaN
"2024-04-01 06:55:00",71.06,8.75,NaN,NaN,NaN,NaN
"2024-04-01 06:56:00",74.47,8.77,NaN,NaN,NaN,NaN
"2024-04-01 06:57:00",79.49,8.76,NaN,NaN,NaN,NaN
"2024-04-01 06:58:00",83.4,8.76,NaN,NaN,NaN,NaN
"2024-04-01 06:59:00",86.1,8.77,NaN,NaN,NaN,NaN
"2024-04-01 07:00:00",88.9,8.76,101275,NaN,2.58061,171.178
"2024-04-01 07:01:00",89.8,8.77,NaN,NaN,NaN,NaN
"2024-04-01 07:02:00",88.8,8.8,NaN,NaN,NaN,NaN
"2024-04-01 07:03:00",87,8.81,NaN,NaN,NaN,NaN
"2024-04-01 07:04:00",88.2,8.82,NaN,NaN,NaN,NaN
"2024-04-01 07:05:00",89.7,8.82,NaN,NaN,NaN,NaN
"2024-04-01 07:06:00",89.3,8.84,NaN,NaN,NaN,NaN
"2024-04-01 07:07:00",89.3,8.83,NaN,NaN,NaN,NaN
"2024-04-01 07:08:00",90.3,8.82,NaN,NaN,NaN,NaN
"2024-04-01 07:09:00",91.7,8.83,NaN,NaN,NaN,NaN
"2024-04-01 07:10:00",93.4,8.83,NaN,NaN,NaN,NaN
"2024-04-01 07:11:00",95.9,8.84,NaN,NaN,NaN,NaN
"2024-04-01 07:12:00",98.6,8.84,NaN,NaN,NaN,NaN
"2024-04-01 07:13:00",102.2,8.84,NaN,NaN,NaN,NaN
"2024-04-01 07:14:00",105.8,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:15:00",109.5,8.86,NaN,NaN,NaN,NaN
"2024-04-01 07:16:00",113.1,8.87,NaN,NaN,NaN,NaN
"2024-04-01 07:17:00",116.5,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:18:00",120.1,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:19:00",122.7,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:20:00",124.1,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:21:00",125.2,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:22:00",125.8,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:23:00",125.9,8.84,NaN,NaN,NaN,NaN
"2024-04-01 07:24:00",124.6,8.84,NaN,NaN,NaN,NaN
"2024-04-01 07:25:00",123.8,8.86,NaN,NaN,NaN,NaN
"2024-04-01 07:26:00",122.2,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:27:00",120.7,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:28:00",119.4,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:29:00",118.2,8.85,NaN,NaN,NaN,NaN
"2024-04-01 07:30:00",118.1,8.86,101275,NaN,2.75714,176.592
"2024-04-01 07:31:00",117.9,8.87,NaN,NaN,NaN,NaN
"2024-04-01 07:32:00",119.5,8.86,NaN,NaN,NaN,NaN
"2024-04-01 07:33:00",122.1,8.87,NaN,NaN,NaN,NaN
"2024-04-01 07:34:00",123.6,8.91,NaN,NaN,NaN,NaN
"2024-04-01 07:35:00",125.2,8.92,NaN,NaN,NaN,NaN
"2024-04-01 07:36:00",125.8,8.91,NaN,NaN,NaN,NaN
"2024-04-01 07:37:00",127.2,8.91,NaN,NaN,NaN,NaN
"2024-04-01 07:38:00",124.3,8.91,NaN,NaN,NaN,NaN
"2024-04-01 07:39:00",123.5,8.91,NaN,NaN,NaN,NaN
"2024-04-01 07:40:00",122.2,8.93,NaN,NaN,NaN,NaN
"2024-04-01 07:41:00",119.4,8.93,NaN,NaN,NaN,NaN
"2024-04-01 07:42:00",117.4,8.93,NaN,NaN,NaN,NaN
"2024-04-01 07:43:00",114.9,8.94,NaN,NaN,NaN,NaN
"2024-04-01 07:44:00",114.1,8.96,NaN,NaN,NaN,NaN
"2024-04-01 07:45:00",114.8,8.98,NaN,NaN,NaN,NaN
"2024-04-01 07:46:00",116.3,8.98,NaN,NaN,NaN,NaN
"2024-04-01 07:47:00",118.5,8.99,NaN,NaN,NaN,NaN
"2024-04-01 07:48:00",119.6,8.99,NaN,NaN,NaN,NaN
"2024-04-01 07:49:00",120.9,9,NaN,NaN,NaN,NaN
"2024-04-01 07:50:00",122.9,9.03,NaN,NaN,NaN,NaN
"2024-04-01 07:51:00",123.8,9.05,NaN,NaN,NaN,NaN
"2024-04-01 07:52:00",124.6,9.07,NaN,NaN,NaN,NaN
"2024-04-01 07:53:00",124,9.08,NaN,NaN,NaN,NaN
"2024-04-01 07:54:00",122.7,9.08,NaN,NaN,NaN,NaN
"2024-04-01 07:55:00",120.5,9.08,NaN,NaN,NaN,NaN
"2024-04-01 07:56:00",116.5,9.1,NaN,NaN,NaN,NaN
"2024-04-01 07:57:00",113.5,9.1,NaN,NaN,NaN,NaN
"2024-04-01 07:58:00",110.6,9.11,NaN,NaN,NaN,NaN
"2024-04-01 07:59:00",109.6,9.12,NaN,NaN,NaN,NaN
"2024-04-01 08:00:00",110.6,9.13,101275,NaN,3.36114,187.696
"2024-04-01 08:01:00",112,9.14,NaN,NaN,NaN,NaN
"2024-04-01 08:02:00",115.4,9.16,NaN,NaN,NaN,NaN
"2024-04-01 08:03:00",120.1,9.17,NaN,NaN,NaN,NaN
"2024-04-01 08:04:00",124.5,9.19,NaN,NaN,NaN,NaN
"2024-04-01 08:05:00",128.7,9.21,NaN,NaN,NaN,NaN
"2024-04-01 08:06:00",132.5,9.23,NaN,NaN,NaN,NaN
"2024-04-01 08:07:00",136.6,9.24,NaN,NaN,NaN,NaN
"2024-04-01 08:08:00",139.4,9.25,NaN,NaN,NaN,NaN
"2024-04-01 08:09:00",141.3,9.27,NaN,NaN,NaN,NaN
"2024-04-01 08:10:00",141.9,9.28,NaN,NaN,NaN,NaN
"2024-04-01 08:11:00",142.4,9.28,NaN,NaN,NaN,NaN
"2024-04-01 08:12:00",142.6,9.31,NaN,NaN,NaN,NaN
"2024-04-01 08:13:00",142.8,9.31,NaN,NaN,NaN,NaN
"2024-04-01 08:14:00",142.4,9.31,NaN,NaN,NaN,NaN
"2024-04-01 08:15:00",142.9,9.34,NaN,NaN,NaN,NaN
"2024-04-01 08:16:00",142.5,9.37,NaN,NaN,NaN,NaN
"2024-04-01 08:17:00",143.8,9.4,NaN,NaN,NaN,NaN
"2024-04-01 08:18:00",144.4,9.42,NaN,NaN,NaN,NaN
"2024-04-01 08:19:00",145.2,9.41,NaN,NaN,NaN,NaN
"2024-04-01 08:20:00",145.3,9.42,NaN,NaN,NaN,NaN
"2024-04-01 08:21:00",145.3,9.45,NaN,NaN,NaN,NaN
"2024-04-01 08:22:00",144.8,9.45,NaN,NaN,NaN,NaN
"2024-04-01 08:23:00",143.6,9.47,NaN,NaN,NaN,NaN
"2024-04-01 08:24:00",141.6,9.46,NaN,NaN,NaN,NaN
"2024-04-01 08:25:00",139.9,9.45,NaN,NaN,NaN,NaN
"2024-04-01 08:26:00",138,9.44,NaN,NaN,NaN,NaN
"2024-04-01 08:27:00",137.4,9.44,NaN,NaN,NaN,NaN
"2024-04-01 08:28:00",138.9,9.45,NaN,NaN,NaN,NaN
"2024-04-01 08:29:00",140.7,9.46,NaN,NaN,NaN,NaN
"2024-04-01 08:30:00",144.5,9.45,101275,NaN,3.51286,187.171
"2024-04-01 08:31:00",148.1,9.46,NaN,NaN,NaN,NaN
"2024-04-01 08:32:00",150,9.49,NaN,NaN,NaN,NaN
"2024-04-01 08:33:00",152,9.5,NaN,NaN,NaN,NaN
"2024-04-01 08:34:00",153.8,9.54,NaN,NaN,NaN,NaN
"2024-04-01 08:35:00",154.9,9.56,NaN,NaN,NaN,NaN
"2024-04-01 08:36:00",156.8,9.57,NaN,NaN,NaN,NaN
"2024-04-01 08:37:00",159,9.59,NaN,NaN,NaN,NaN
"2024-04-01 08:38:00",160.6,9.62,NaN,NaN,NaN,NaN
"2024-04-01 08:39:00",160.3,9.63,NaN,NaN,NaN,NaN
"2024-04-01 08:40:00",162.3,9.63,NaN,NaN,NaN,NaN
"2024-04-01 08:41:00",164.6,9.66,NaN,NaN,NaN,NaN
"2024-04-01 08:42:00",166.2,9.67,NaN,NaN,NaN,NaN
"2024-04-01 08:43:00",170.2,9.71,NaN,NaN,NaN,NaN
"2024-04-01 08:44:00",174.9,9.72,NaN,NaN,NaN,NaN
"2024-04-01 08:45:00",178.2,9.73,NaN,NaN,NaN,NaN
"2024-04-01 08:46:00",180.3,9.75,NaN,NaN,NaN,NaN
"2024-04-01 08:47:00",180.1,9.75,NaN,NaN,NaN,NaN
"2024-04-01 08:48:00",178.8,9.74,NaN,NaN,NaN,NaN
"2024-04-01 08:49:00",176.4,9.74,NaN,NaN,NaN,NaN
"2024-04-01 08:50:00",173.9,9.73,NaN,NaN,NaN,NaN
"2024-04-01 08:51:00",172.4,9.75,NaN,NaN,NaN,NaN
"2024-04-01 08:52:00",171.4,9.77,NaN,NaN,NaN,NaN
"2024-04-01 08:53:00",169.7,9.78,NaN,NaN,NaN,NaN
"2024-04-01 08:54:00",168.5,9.81,NaN,NaN,NaN,NaN
"2024-04-01 08:55:00",168.1,9.81,NaN,NaN,NaN,NaN
"2024-04-01 08:56:00",168.1,9.83,NaN,NaN,NaN,NaN
"2024-04-01 08:57:00",168.5,9.85,NaN,NaN,NaN,NaN
"2024-04-01 08:58:00",168.1,9.85,NaN,NaN,NaN,NaN
"2024-04-01 08:59:00",167.1,9.86,NaN,NaN,NaN,NaN
"2024-04-01 09:00:00",166,9.86,101275,NaN,3.63864,186.014
"2024-04-01 09:01:00",164.6,9.87,NaN,NaN,NaN,NaN
"2024-04-01 09:02:00",162.8,9.89,NaN,NaN,NaN,NaN
"2024-04-01 09:03:00",161.9,9.9,NaN,NaN,NaN,NaN
"2024-04-01 09:04:00",161.4,9.93,NaN,NaN,NaN,NaN
"2024-04-01 09:05:00",161.1,9.93,NaN,NaN,NaN,NaN
"2024-04-01 09:06:00",160.1,9.95,NaN,NaN,NaN,NaN
"2024-04-01 09:07:00",158,9.95,NaN,NaN,NaN,NaN
"2024-04-01 09:08:00",155.8,9.96,NaN,NaN,NaN,NaN
"2024-04-01 09:09:00",152.6,9.96,NaN,NaN,NaN,NaN
"2024-04-01 09:10:00",148.9,9.95,NaN,NaN,NaN,NaN
"2024-04-01 09:11:00",145.7,9.96,NaN,NaN,NaN,NaN
"2024-04-01 09:12:00",142.8,9.98,NaN,NaN,NaN,NaN
"2024-04-01 09:13:00",140.8,9.99,NaN,NaN,NaN,NaN
"2024-04-01 09:14:00",138.3,10.01,NaN,NaN,NaN,NaN
"2024-04-01 09:15:00",136.9,10.03,NaN,NaN,NaN,NaN
"2024-04-01 09:16:00",136.7,10.04,NaN,NaN,NaN,NaN
"2024-04-01 09:17:00",136.8,10.05,NaN,NaN,NaN,NaN
"2024-04-01 09:18:00",138.2,10.06,NaN,NaN,NaN,NaN
"2024-04-01 09:19:00",139.6,10.06,NaN,NaN,NaN,NaN
"2024-04-01 09:20:00",141.8,10.08,NaN,NaN,NaN,NaN
"2024-04-01 09:21:00",144.2,10.1,NaN,NaN,NaN,NaN
"2024-04-01 09:22:00",146.3,10.11,NaN,NaN,NaN,NaN
"2024-04-01 09:23:00",147.9,10.12,NaN,NaN,NaN,NaN
"2024-04-01 09:24:00",149.8,10.14,NaN,NaN,NaN,NaN
"2024-04-01 09:25:00",151.5,10.17,NaN,NaN,NaN,NaN
"2024-04-01 09:26:00",152.7,10.19,NaN,NaN,NaN,NaN
"2024-04-01 09:27:00",153.7,10.2,NaN,NaN,NaN,NaN
"2024-04-01 09:28:00",155,10.22,NaN,NaN,NaN,NaN
"2024-04-01 09:29:00",157,10.23,NaN,NaN,NaN,NaN
"2024-04-01 09:30:00",158.3,10.26,101275,NaN,3.77905,190.847
"2024-04-01 09:31:00",159.9,10.27,NaN,NaN,NaN,NaN
"2024-04-01 09:32:00",161.2,10.29,NaN,NaN,NaN,NaN
"2024-04-01 09:33:00",161.5,10.31,NaN,NaN,NaN,NaN
"2024-04-01 09:34:00",161.5,10.33,NaN,NaN,NaN,NaN
"2024-04-01 09:35:00",161.3,10.35,NaN,NaN,NaN,NaN
"2024-04-01 09:36:00",160.5,10.36,NaN,NaN,NaN,NaN
"2024-04-01 09:37:00",159.9,10.38,NaN,NaN,NaN,NaN
"2024-04-01 09:38:00",159.6,10.41,NaN,NaN,NaN,NaN
"2024-04-01 09:39:00",159.7,10.44,NaN,NaN,NaN,NaN
"2024-04-01 09:40:00",161.6,10.44,NaN,NaN,NaN,NaN
"2024-04-01 09:41:00",162.9,10.47,NaN,NaN,NaN,NaN
"2024-04-01 09:42:00",164.9,10.48,NaN,NaN,NaN,NaN
"2024-04-01 09:43:00",167.4,10.48,NaN,NaN,NaN,NaN
"2024-04-01 09:44:00",168,10.48,NaN,NaN,NaN,NaN
